"subject_id","condition","category","label","selected_group","selected_group_location","selected_group_semantics","selected_concurrent_func","category_complexity","category_function","trial_index"
"9f06cf90-9ff9-4a23-9575-48489da9bebc","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"9f06cf90-9ff9-4a23-9575-48489da9bebc","mass","low complexity, low function","zorp","img/stim_lclf_a.png","left","ind",0,"low","low",4
"9f06cf90-9ff9-4a23-9575-48489da9bebc","mass","low complexity, high function","sarel","img/stim_lchf_b.png","left","con",1,"low","high",5
"4d6e9665-9737-4267-a547-fdf4ba85f6ca","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","con",1,"low","low",1
"4d6e9665-9737-4267-a547-fdf4ba85f6ca","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",2
"4d6e9665-9737-4267-a547-fdf4ba85f6ca","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",3
"4d6e9665-9737-4267-a547-fdf4ba85f6ca","mass","high complexity, low function","sarel","img/stim_hclf_a.png","left","ind",0,"high","low",4
"4d6e9665-9737-4267-a547-fdf4ba85f6ca","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",5
"2013b35c-b804-410a-a34b-8f4399073b3b","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","ind",0,"low","low",1
"2013b35c-b804-410a-a34b-8f4399073b3b","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",2
"2013b35c-b804-410a-a34b-8f4399073b3b","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",3
"2013b35c-b804-410a-a34b-8f4399073b3b","mass","high complexity, high function","garn","img/stim_hchf_b.png","right","con",1,"high","high",4
"2013b35c-b804-410a-a34b-8f4399073b3b","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"c30228b8-8229-4bdf-8729-c17fd3a57a57","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","con",1,"low","low",1
"c30228b8-8229-4bdf-8729-c17fd3a57a57","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",2
"c30228b8-8229-4bdf-8729-c17fd3a57a57","mass","low complexity, high function","zorp","img/stim_lchf_a.png","right","ind",0,"low","high",3
"c30228b8-8229-4bdf-8729-c17fd3a57a57","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",4
"c30228b8-8229-4bdf-8729-c17fd3a57a57","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","ind",0,"high","high",5
"a0ae5aab-2f2b-4b27-99f3-0f103d97548e","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",1
"a0ae5aab-2f2b-4b27-99f3-0f103d97548e","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","ind",0,"low","low",2
"a0ae5aab-2f2b-4b27-99f3-0f103d97548e","mass","low complexity, high function","garn","img/stim_lchf_a.png","right","con",1,"low","high",3
"a0ae5aab-2f2b-4b27-99f3-0f103d97548e","mass","high complexity, high function","sarel","img/stim_hchf_a.png","left","ind",0,"high","high",4
"a0ae5aab-2f2b-4b27-99f3-0f103d97548e","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","ind",0,"medium","medium",5
"f89ac879-5ec7-437e-a5b2-de3e4e5f91f6","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","ind",0,"high","high",1
"f89ac879-5ec7-437e-a5b2-de3e4e5f91f6","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","left","con",1,"medium","medium",2
"f89ac879-5ec7-437e-a5b2-de3e4e5f91f6","mass","low complexity, high function","garn","img/stim_lchf_b.png","right","ind",0,"low","high",3
"f89ac879-5ec7-437e-a5b2-de3e4e5f91f6","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","con",1,"low","low",4
"f89ac879-5ec7-437e-a5b2-de3e4e5f91f6","mass","high complexity, low function","sarel","img/stim_hclf_b.png","right","ind",0,"high","low",5
"02a81184-cb5c-46a6-9a84-d6cefa996bb0","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"02a81184-cb5c-46a6-9a84-d6cefa996bb0","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",2
"02a81184-cb5c-46a6-9a84-d6cefa996bb0","mass","low complexity, low function","toma","img/stim_lclf_a.png","left","ind",0,"low","low",3
"02a81184-cb5c-46a6-9a84-d6cefa996bb0","mass","high complexity, low function","garn","img/stim_hclf_a.png","left","ind",0,"high","low",4
"02a81184-cb5c-46a6-9a84-d6cefa996bb0","mass","low complexity, high function","sarel","img/stim_lchf_b.png","left","ind",0,"low","high",5
"f83d5146-6f5c-4d52-afca-4612854e1058","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",1
"f83d5146-6f5c-4d52-afca-4612854e1058","mass","high complexity, high function","toma","img/stim_hchf_b.png","right","con",1,"high","high",2
"f83d5146-6f5c-4d52-afca-4612854e1058","mass","low complexity, low function","blicket","img/stim_lclf_a.png","left","con",1,"low","low",3
"f83d5146-6f5c-4d52-afca-4612854e1058","mass","low complexity, high function","garn","img/stim_lchf_a.png","left","con",1,"low","high",4
"f83d5146-6f5c-4d52-afca-4612854e1058","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"9c573b47-1552-4e0c-9f8f-10bb1ef41bae","mass","low complexity, high function","toma","img/stim_lchf_b.png","left","ind",0,"low","high",1
"9c573b47-1552-4e0c-9f8f-10bb1ef41bae","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",2
"9c573b47-1552-4e0c-9f8f-10bb1ef41bae","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",3
"9c573b47-1552-4e0c-9f8f-10bb1ef41bae","mass","low complexity, low function","garn","img/stim_lclf_a.png","left","con",1,"low","low",4
"9c573b47-1552-4e0c-9f8f-10bb1ef41bae","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",5
"ccff8ede-cdbd-4186-b90b-7d4dc9a538a1","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",1
"ccff8ede-cdbd-4186-b90b-7d4dc9a538a1","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","ind",0,"high","low",2
"ccff8ede-cdbd-4186-b90b-7d4dc9a538a1","mass","low complexity, high function","zorp","img/stim_lchf_a.png","right","ind",0,"low","high",3
"ccff8ede-cdbd-4186-b90b-7d4dc9a538a1","mass","high complexity, high function","sarel","img/stim_hchf_b.png","left","con",1,"high","high",4
"ccff8ede-cdbd-4186-b90b-7d4dc9a538a1","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",5
"efd63991-104d-42eb-98b5-33774782172b","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","right","ind",0,"medium","medium",1
"efd63991-104d-42eb-98b5-33774782172b","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","ind",0,"high","high",2
"efd63991-104d-42eb-98b5-33774782172b","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","ind",0,"high","low",3
"efd63991-104d-42eb-98b5-33774782172b","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","con",1,"low","low",4
"efd63991-104d-42eb-98b5-33774782172b","mass","low complexity, high function","garn","img/stim_lchf_a.png","left","ind",0,"low","high",5
"95ccc252-7ec4-4e7f-b580-37112c4f979d","mass","high complexity, low function","blicket","img/stim_hclf_b.png","left","ind",0,"high","low",1
"95ccc252-7ec4-4e7f-b580-37112c4f979d","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","con",1,"low","low",2
"95ccc252-7ec4-4e7f-b580-37112c4f979d","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",3
"95ccc252-7ec4-4e7f-b580-37112c4f979d","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","left","con",1,"medium","medium",4
"95ccc252-7ec4-4e7f-b580-37112c4f979d","mass","low complexity, high function","toma","img/stim_lchf_b.png","left","con",1,"low","high",5
"26a890b7-96f1-42a3-bcb2-afc801bdf7b6","mass","low complexity, low function","sarel","img/stim_lclf_b.png","right","ind",0,"low","low",1
"26a890b7-96f1-42a3-bcb2-afc801bdf7b6","mass","low complexity, high function","blicket","img/stim_lchf_a.png","left","con",1,"low","high",2
"26a890b7-96f1-42a3-bcb2-afc801bdf7b6","mass","high complexity, high function","toma","img/stim_hchf_a.png","right","con",1,"high","high",3
"26a890b7-96f1-42a3-bcb2-afc801bdf7b6","mass","high complexity, low function","zorp","img/stim_hclf_b.png","left","ind",0,"high","low",4
"26a890b7-96f1-42a3-bcb2-afc801bdf7b6","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"df69f4b6-7a77-4a3b-b366-bb8d02a04cb6","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"df69f4b6-7a77-4a3b-b366-bb8d02a04cb6","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",2
"df69f4b6-7a77-4a3b-b366-bb8d02a04cb6","mass","high complexity, low function","toma","img/stim_hclf_a.png","left","ind",0,"high","low",3
"df69f4b6-7a77-4a3b-b366-bb8d02a04cb6","mass","low complexity, low function","garn","img/stim_lclf_a.png","left","ind",0,"low","low",4
"df69f4b6-7a77-4a3b-b366-bb8d02a04cb6","mass","low complexity, high function","sarel","img/stim_lchf_a.png","left","ind",0,"low","high",5
"ebdfd530-c26c-46da-9b7d-ee9e94cd76ff","mass","high complexity, low function","zorp","img/stim_hclf_b.png","left","ind",0,"high","low",1
"ebdfd530-c26c-46da-9b7d-ee9e94cd76ff","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",2
"ebdfd530-c26c-46da-9b7d-ee9e94cd76ff","mass","medium complexity, medium function","toma","img/stim_mcmf_a.png","right","con",1,"medium","medium",3
"ebdfd530-c26c-46da-9b7d-ee9e94cd76ff","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","con",1,"high","high",4
"ebdfd530-c26c-46da-9b7d-ee9e94cd76ff","mass","low complexity, high function","sarel","img/stim_lchf_b.png","left","con",1,"low","high",5
"47f944bc-01ed-4c8f-95e7-ff9c74fa4e8b","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"47f944bc-01ed-4c8f-95e7-ff9c74fa4e8b","mass","high complexity, high function","garn","img/stim_hchf_b.png","right","ind",0,"high","high",2
"47f944bc-01ed-4c8f-95e7-ff9c74fa4e8b","mass","low complexity, low function","blicket","img/stim_lclf_b.png","left","ind",0,"low","low",3
"47f944bc-01ed-4c8f-95e7-ff9c74fa4e8b","mass","low complexity, high function","zorp","img/stim_lchf_a.png","right","con",1,"low","high",4
"47f944bc-01ed-4c8f-95e7-ff9c74fa4e8b","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","left","con",1,"medium","medium",5
"3494a122-3086-45b4-8bbd-3d88ffe3afdd","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","left","con",1,"medium","medium",1
"3494a122-3086-45b4-8bbd-3d88ffe3afdd","mass","high complexity, high function","garn","img/stim_hchf_a.png","right","con",1,"high","high",2
"3494a122-3086-45b4-8bbd-3d88ffe3afdd","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",3
"3494a122-3086-45b4-8bbd-3d88ffe3afdd","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",4
"3494a122-3086-45b4-8bbd-3d88ffe3afdd","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",5
"cb4a3e5a-7949-4c4e-8abf-83e92098e2bb","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",1
"cb4a3e5a-7949-4c4e-8abf-83e92098e2bb","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",2
"cb4a3e5a-7949-4c4e-8abf-83e92098e2bb","mass","low complexity, low function","toma","img/stim_lclf_b.png","left","con",1,"low","low",3
"cb4a3e5a-7949-4c4e-8abf-83e92098e2bb","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","left","ind",0,"medium","medium",4
"cb4a3e5a-7949-4c4e-8abf-83e92098e2bb","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","ind",0,"high","high",5
"cf93090c-4bd7-4da1-ba22-124f35114571","mass","low complexity, high function","blicket","img/stim_lchf_a.png","left","ind",0,"low","high",1
"cf93090c-4bd7-4da1-ba22-124f35114571","mass","high complexity, high function","sarel","img/stim_hchf_a.png","right","con",1,"high","high",2
"cf93090c-4bd7-4da1-ba22-124f35114571","mass","medium complexity, medium function","zorp","img/stim_mcmf_a.png","right","ind",0,"medium","medium",3
"cf93090c-4bd7-4da1-ba22-124f35114571","mass","high complexity, low function","toma","img/stim_hclf_a.png","right","con",1,"high","low",4
"cf93090c-4bd7-4da1-ba22-124f35114571","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","con",1,"low","low",5
"7a698cc2-9a90-4c26-8196-5f586e266b4d","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","con",1,"low","low",1
"7a698cc2-9a90-4c26-8196-5f586e266b4d","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","con",1,"high","high",2
"7a698cc2-9a90-4c26-8196-5f586e266b4d","mass","low complexity, high function","zorp","img/stim_lchf_a.png","left","con",1,"low","high",3
"7a698cc2-9a90-4c26-8196-5f586e266b4d","mass","high complexity, low function","toma","img/stim_hclf_b.png","left","con",1,"high","low",4
"7a698cc2-9a90-4c26-8196-5f586e266b4d","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","con",1,"medium","medium",5
"16aa5437-2ec5-491d-b5f5-b8a4990d5be3","mass","low complexity, high function","toma","img/stim_lchf_a.png","right","ind",0,"low","high",1
"16aa5437-2ec5-491d-b5f5-b8a4990d5be3","mass","medium complexity, medium function","zorp","img/stim_mcmf_b.png","left","con",1,"medium","medium",2
"16aa5437-2ec5-491d-b5f5-b8a4990d5be3","mass","high complexity, high function","blicket","img/stim_hchf_a.png","right","ind",0,"high","high",3
"16aa5437-2ec5-491d-b5f5-b8a4990d5be3","mass","low complexity, low function","garn","img/stim_lclf_b.png","right","con",1,"low","low",4
"16aa5437-2ec5-491d-b5f5-b8a4990d5be3","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","con",1,"high","low",5
"6fce9d14-f775-48ae-a018-b392dad219ee","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",1
"6fce9d14-f775-48ae-a018-b392dad219ee","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",2
"6fce9d14-f775-48ae-a018-b392dad219ee","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","right","ind",0,"medium","medium",3
"6fce9d14-f775-48ae-a018-b392dad219ee","mass","high complexity, high function","toma","img/stim_hchf_a.png","left","ind",0,"high","high",4
"6fce9d14-f775-48ae-a018-b392dad219ee","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",5
"62ac08b9-ce89-47e0-97b3-0ea521152022","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",1
"62ac08b9-ce89-47e0-97b3-0ea521152022","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",2
"62ac08b9-ce89-47e0-97b3-0ea521152022","mass","medium complexity, medium function","garn","img/stim_mcmf_a.png","left","con",1,"medium","medium",3
"62ac08b9-ce89-47e0-97b3-0ea521152022","mass","low complexity, low function","blicket","img/stim_lclf_b.png","right","ind",0,"low","low",4
"62ac08b9-ce89-47e0-97b3-0ea521152022","mass","high complexity, high function","zorp","img/stim_hchf_b.png","right","ind",0,"high","high",5
"bce80dd8-32be-42f3-ac24-001331bde026","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","ind",0,"medium","medium",1
"bce80dd8-32be-42f3-ac24-001331bde026","mass","low complexity, low function","toma","img/stim_lclf_b.png","right","con",1,"low","low",2
"bce80dd8-32be-42f3-ac24-001331bde026","mass","high complexity, low function","zorp","img/stim_hclf_b.png","right","ind",0,"high","low",3
"bce80dd8-32be-42f3-ac24-001331bde026","mass","low complexity, high function","garn","img/stim_lchf_a.png","right","con",1,"low","high",4
"bce80dd8-32be-42f3-ac24-001331bde026","mass","high complexity, high function","sarel","img/stim_hchf_a.png","left","ind",0,"high","high",5
"15584418-1c51-4cea-9504-ddf9e7a84e81","mass","low complexity, low function","zorp","img/stim_lclf_a.png","left","ind",0,"low","low",1
"15584418-1c51-4cea-9504-ddf9e7a84e81","mass","high complexity, low function","blicket","img/stim_hclf_b.png","left","ind",0,"high","low",2
"15584418-1c51-4cea-9504-ddf9e7a84e81","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","ind",0,"high","high",3
"15584418-1c51-4cea-9504-ddf9e7a84e81","mass","medium complexity, medium function","sarel","img/stim_mcmf_a.png","left","ind",0,"medium","medium",4
"15584418-1c51-4cea-9504-ddf9e7a84e81","mass","low complexity, high function","toma","img/stim_lchf_a.png","left","ind",0,"low","high",5
"e3f7130a-885d-4d34-98f5-6553a25b9205","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","con",1,"low","low",1
"e3f7130a-885d-4d34-98f5-6553a25b9205","mass","high complexity, low function","sarel","img/stim_hclf_a.png","left","con",1,"high","low",2
"e3f7130a-885d-4d34-98f5-6553a25b9205","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",3
"e3f7130a-885d-4d34-98f5-6553a25b9205","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","con",1,"medium","medium",4
"e3f7130a-885d-4d34-98f5-6553a25b9205","mass","high complexity, high function","toma","img/stim_hchf_b.png","left","ind",0,"high","high",5
"61164827-e7c7-417b-8350-03ff4ab32827","mass","high complexity, high function","zorp","img/stim_hchf_b.png","left","con",1,"high","high",1
"61164827-e7c7-417b-8350-03ff4ab32827","mass","low complexity, high function","toma","img/stim_lchf_b.png","right","ind",0,"low","high",2
"61164827-e7c7-417b-8350-03ff4ab32827","mass","high complexity, low function","sarel","img/stim_hclf_a.png","right","ind",0,"high","low",3
"61164827-e7c7-417b-8350-03ff4ab32827","mass","low complexity, low function","garn","img/stim_lclf_a.png","right","ind",0,"low","low",4
"61164827-e7c7-417b-8350-03ff4ab32827","mass","medium complexity, medium function","blicket","img/stim_mcmf_a.png","left","con",1,"medium","medium",5
"0357a7ce-0503-4425-97a9-940e7c309662","mass","medium complexity, medium function","garn","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"0357a7ce-0503-4425-97a9-940e7c309662","mass","high complexity, low function","toma","img/stim_hclf_b.png","right","ind",0,"high","low",2
"0357a7ce-0503-4425-97a9-940e7c309662","mass","low complexity, low function","sarel","img/stim_lclf_a.png","left","ind",0,"low","low",3
"0357a7ce-0503-4425-97a9-940e7c309662","mass","low complexity, high function","zorp","img/stim_lchf_b.png","right","ind",0,"low","high",4
"0357a7ce-0503-4425-97a9-940e7c309662","mass","high complexity, high function","blicket","img/stim_hchf_b.png","right","ind",0,"high","high",5
"7e55f1be-311b-4341-86e0-77ea32fbaa5b","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",1
"7e55f1be-311b-4341-86e0-77ea32fbaa5b","mass","low complexity, high function","blicket","img/stim_lchf_b.png","left","ind",0,"low","high",2
"7e55f1be-311b-4341-86e0-77ea32fbaa5b","mass","high complexity, high function","sarel","img/stim_hchf_b.png","right","con",1,"high","high",3
"7e55f1be-311b-4341-86e0-77ea32fbaa5b","mass","low complexity, low function","zorp","img/stim_lclf_b.png","left","ind",0,"low","low",4
"7e55f1be-311b-4341-86e0-77ea32fbaa5b","mass","medium complexity, medium function","toma","img/stim_mcmf_a.png","left","ind",0,"medium","medium",5
"cfdded74-109c-4ef8-a62e-e3fc565682ae","mass","medium complexity, medium function","toma","img/stim_mcmf_b.png","right","ind",0,"medium","medium",1
"cfdded74-109c-4ef8-a62e-e3fc565682ae","mass","low complexity, high function","zorp","img/stim_lchf_a.png","left","ind",0,"low","high",2
"cfdded74-109c-4ef8-a62e-e3fc565682ae","mass","low complexity, low function","blicket","img/stim_lclf_a.png","left","ind",0,"low","low",3
"cfdded74-109c-4ef8-a62e-e3fc565682ae","mass","high complexity, high function","garn","img/stim_hchf_a.png","left","ind",0,"high","high",4
"cfdded74-109c-4ef8-a62e-e3fc565682ae","mass","high complexity, low function","sarel","img/stim_hclf_b.png","left","ind",0,"high","low",5
"860b9b21-9647-4d7f-88db-a6bdffbbd139","mass","high complexity, low function","garn","img/stim_hclf_a.png","right","con",1,"high","low",1
"860b9b21-9647-4d7f-88db-a6bdffbbd139","mass","high complexity, high function","toma","img/stim_hchf_b.png","left","con",1,"high","high",2
"860b9b21-9647-4d7f-88db-a6bdffbbd139","mass","medium complexity, medium function","blicket","img/stim_mcmf_b.png","right","con",1,"medium","medium",3
"860b9b21-9647-4d7f-88db-a6bdffbbd139","mass","low complexity, low function","zorp","img/stim_lclf_a.png","right","ind",0,"low","low",4
"860b9b21-9647-4d7f-88db-a6bdffbbd139","mass","low complexity, high function","sarel","img/stim_lchf_b.png","right","con",1,"low","high",5
